,Rk,PLAYER,POSITION,TEAM,POINTS,TRB,AST,STL,BLK,FG%,3P%,FT%,FGA,3P,3PA,2P,2PA,2P%,eFG%,FT,FTA,ORB,DRB,TOV,PF,GP,MPG,ORPM,DRPM,RPM,WINS_RPM,PIE,PACE,W
410,440,Treveon Graham,SG,CHA,2.1,0.8,0.2,0.2,0,0.475,0.6,0.667,1.5,0.3,0.6,0.4,0.9,0.4,0.588,0.4,0.6,0.2,0.6,0.1,0.7,27,7,-2.19,0.02,-2.17,0.11,6.5,94.19,10
411,441,Joe Young,PG,IND,2.1,0.5,0.5,0.1,0,0.361,0.217,0.733,2.2,0.2,0.7,0.6,1.5,0.429,0.396,0.3,0.5,0,0.5,0.2,0.2,33,4.1,-2.64,-1.42,-4.06,-0.08,8.7,99.86,18
412,442,Rakeem Christmas,PF,IND,2,1.9,0.1,0.1,0.2,0.442,,0.724,1.5,0,0,0.7,1.5,0.442,0.442,0.7,1,0.9,1,0.3,1.3,29,7.6,-2.2,0.5,-1.7,0.2,4.9,98.43,14
413,444,Demetrius Jackson,PG,BOS,2,0.8,0.6,0,0,0.75,1,0.5,0.8,0.2,0.2,0.4,0.6,0.667,0.875,0.6,1.2,0.4,0.4,0,0,5,3.4,-1.77,-0.3,-2.07,0.01,19.4,87.46,1
414,446,Udonis Haslem,C,MIA,1.9,2.3,0.4,0.4,0.1,0.478,0,0.6,1.4,0,0.2,0.7,1.3,0.55,0.478,0.6,0.9,0.5,1.8,0.5,1.4,16,8.1,-2.79,0.73,-2.06,0.09,7.3,98.53,6
415,447,Damian Jones,C,GS,1.9,2.3,0,0.1,0.4,0.5,,0.3,1.6,0,0,0.8,1.6,0.5,0.5,0.3,1,0.9,1.4,0.6,1.5,10,8.5,-2.58,0.8,-1.78,0.07,1.6,96.61,7
416,448,Marshall Plumlee,C,NY,1.9,2.4,0.5,0.2,0.2,0.533,,0.421,1.4,0,0,0.8,1.4,0.533,0.533,0.4,0.9,1.1,1.3,0.6,1.1,21,8.1,-1.75,0.65,-1.1,0.22,6,97.55,6
417,449,Tim Quarterman,SG,POR,1.9,0.9,0.7,0.1,0.2,0.448,0.385,0,1.8,0.3,0.8,0.5,1,0.5,0.534,0,0.2,0.3,0.6,0.7,0.4,16,5,-1.95,-0.4,-2.35,0.04,8.1,96.45,6
418,450,Joel Bolomboy,PF,UTAH,1.8,1.4,0.2,0.1,0.2,0.563,0.25,0.5,1.3,0.1,0.3,0.7,1,0.667,0.594,0.3,0.5,0.3,1.1,0.2,0.1,12,4.4,-1.95,1.03,-0.92,0.07,15.4,95.32,8
419,452,Lamar Patterson,SG,ATL,1.8,1.4,1.2,0.2,0,0.2,0.167,0.667,3,0.2,1.2,0.4,1.8,0.222,0.233,0.4,0.6,0.2,1.2,0.8,1.2,5,8,-2.23,0.62,-1.61,0.03,-0.4,93.96,1
420,453,Damjan Rudez,SF,ORL,1.8,0.6,0.4,0.3,0,0.352,0.313,,2,0.4,1.4,0.2,0.5,0.458,0.466,0,0,0.1,0.4,0.2,0.7,45,7,-2.38,-0.9,-3.28,-0.03,3.6,96.28,12
421,454,Cole Aldrich,C,MIN,1.7,2.5,0.4,0.4,0.4,0.523,,0.682,1.4,0,0,0.7,1.4,0.523,0.523,0.2,0.4,0.8,1.7,0.3,1.4,62,8.6,-1.82,1.83,0.01,1.04,7.6,97.42,23
422,455,Nick Collison,PF,OKC,1.7,1.6,0.6,0.1,0.1,0.609,0,0.625,1.2,0,0.1,0.7,1.1,0.636,0.609,0.3,0.4,0.5,1.1,0.2,0.9,20,6.4,-2.18,1.12,-1.06,0.17,12,97.52,10
423,456,Jordan Hill,C,MIN,1.7,2,0,0.1,0,0.385,,1,1.9,0,0,0.7,1.9,0.385,0.385,0.3,0.3,1.1,0.9,0.6,1.3,7,6.7,-2.31,1.16,-1.15,0.06,1.5,90.23,2
424,457,Bruno Caboclo,SF,TOR,1.6,1.1,0.4,0.2,0.1,0.375,0.333,,1.8,0.2,0.7,0.4,1.1,0.4,0.438,0,0,0.6,0.6,0.2,0.4,9,4.4,-1.76,0.11,-1.65,0.04,9.4,95.38,8
425,458,Deyonta Davis,C,MEM,1.6,1.7,0.1,0.1,0.5,0.511,,0.556,1.3,0,0,0.7,1.3,0.511,0.511,0.3,0.5,0.6,1.1,0.2,1.1,36,6.6,-2.88,-0.24,-3.12,0,6,95.37,23
426,459,Ryan Kelly,PF,ATL,1.6,1.1,0.5,0.3,0.3,0.286,0.4,0.833,1.8,0.3,0.6,0.3,1.1,0.222,0.357,0.3,0.4,0.1,1.1,0.3,0.3,16,6.9,-1.94,1.45,-0.49,0.08,7.3,96.26,6
427,460,Jordan Mickey,PF,BOS,1.5,1.4,0.3,0.1,0.2,0.441,0,0.571,1.4,0,0,0.6,1.3,0.455,0.441,0.3,0.6,0.5,0.8,0.4,0.5,25,5.6,-2.62,-0.15,-2.77,0.03,6,97.66,9
428,463,Mike Miller,SF,DEN,1.4,1.9,1.1,0.1,0,0.391,0.4,1,1.2,0.4,1,0.1,0.2,0.333,0.565,0.1,0.1,0.1,1.8,0.7,0.5,20,7.6,-1.93,0.35,-1.58,0.16,8.4,103.18,9
429,464,Diamond Stone,C,LAC,1.4,0.9,0,0,0.1,0.231,,1,1.9,0,0,0.4,1.9,0.231,0.231,0.6,0.6,0.1,0.7,0.3,0.7,7,3.4,-2.77,0.49,-2.28,0.01,-1.4,95.11,6
430,465,Joel Anthony,C,SA,1.3,1.6,0.2,0.1,0.3,0.625,,0.625,0.8,0,0,0.5,0.8,0.625,0.625,0.3,0.4,0.4,1.2,0.2,0.6,19,6.4,-2.41,1.44,-0.97,0.17,8.7,95.12,15
431,466,Brice Johnson,PF,LAC,1.3,1,0.3,0.7,0.3,0.286,,,2.3,0,0,0.7,2.3,0.286,0.286,0,0,0.3,0.7,0.3,0,3,3,-2.32,1.08,-1.24,0.01,10.8,95.72,1
432,467,Daniel Ochefu,C,WSH,1.3,1.2,0.2,0.1,0,0.444,,0,1.4,0,0,0.6,1.4,0.444,0.444,0,0.1,0.3,0.9,0.2,0.9,19,3.9,-2.35,0.55,-1.8,0.06,4.5,93.95,12
433,468,Anderson Varejao,C,GS,1.3,1.9,0.7,0.2,0.2,0.357,,0.727,1,0,0,0.4,1,0.357,0.357,0.6,0.8,0.9,1.1,0.6,1.1,14,6.6,-1.74,0.65,-1.09,0.1,4.8,102.27,12
434,469,Stephen Zimmerman,C,ORL,1.2,1.8,0.2,0.1,0.3,0.323,,0.6,1.6,0,0,0.5,1.6,0.323,0.323,0.2,0.3,0.6,1.3,0.2,0.9,19,5.7,-2.79,0.57,-2.22,0.06,4.6,95.34,8
435,470,Ronnie Price,PG,PHX,1,0.8,1.3,0.8,0.1,0.167,0.176,0.75,1.7,0.2,1.2,0.1,0.5,0.143,0.229,0.2,0.3,0.2,0.6,0.2,1,14,9.6,-2.24,-0.53,-2.77,0.03,3.2,102.91,4
436,471,Mike Tobey,C,CHA,1,1.5,0.5,0,0,0.25,,,2,0,0,0.5,2,0.25,0.25,0,0,1,0.5,0.5,1,2,12.5,-1.91,0.99,-0.92,0.03,-1.6,91.41,0
437,473,Georges Niang,PF,IND,0.9,0.7,0.2,0.1,0,0.25,0.083,1,1.6,0,0.5,0.3,1,0.333,0.264,0.1,0.1,0.1,0.7,0.2,0.3,23,4,-2.99,0.37,-2.62,0.03,2,97.58,11
438,474,Kyle Wiltjer,PF,HOU,0.9,0.7,0.1,0.2,0.1,0.286,0.308,0.5,1,0.3,0.9,0,0.1,0,0.429,0.1,0.1,0.3,0.4,0.4,0.3,14,3.1,-2.54,0.57,-1.97,0.04,3.3,107.61,12
439,475,Alonzo Gee,SF,DEN,0.8,1.2,0.5,0.4,0.1,0.214,0,0.556,1.1,0,0.2,0.2,0.8,0.273,0.214,0.4,0.7,0.3,0.8,0.3,1.1,13,6.8,-2.11,0.43,-1.68,0.08,0.8,104.33,4
440,477,Isaiah Taylor,PG,HOU,0.8,0.8,0.8,0.3,0.3,0.143,0,0.5,1.8,0,0.5,0.3,1.3,0.2,0.143,0.3,0.5,0.3,0.5,0,1.5,4,13,-2.19,-0.9,-3.09,0,-1.3,103.9,3
441,480,Michael Gbinije,SG,DET,0.4,0.3,0.2,0,0,0.1,0,1,1.1,0,0.4,0.1,0.7,0.167,0.1,0.2,0.2,0.2,0.1,0,0.2,9,3.6,-2.17,-0.17,-2.34,0.02,-2.7,91.34,7
442,481,John Lucas III,PG,MIN,0.4,0,0.2,0.4,0,0.25,0,,0.8,0,0.2,0.2,0.6,0.333,0.25,0,0,0,0,0,0,5,2.2,-1.3,-0.61,-1.91,0.01,7.3,94.47,3
443,482,Aaron Harrison,SG,CHA,0.2,0.6,0.6,0,0,0,0,0.5,0.8,0,0.4,0,0.4,0,0,0.2,0.4,0,0.6,0,0.4,5,3.4,-1.42,-0.32,-1.74,0.01,0,92.43,2
444,483,Ben Bentil,PF,DAL,0,0.7,0,0,0,0,0,,1,0,0.3,0,0.7,0,0,0,0,0,0.7,0.3,0.3,3,3.3,-1.95,0.65,-1.3,0.01,-6.1,106.15,2
445,484,Patricio Garino,SG,ORL,0,1.4,0,0,0,0,0,,1.4,0,1,0,0.4,0,0,0,0,0.2,1.2,0.6,0.8,5,8.6,-2.61,-0.4,-3.01,0,-4.9,95.65,2
